1	11.7929	-0.000233148
2	11.7417	-0.000216073
3	11.6581	-0.000210389
4	11.8668	-0.000304015
5	11.608	-0.000240428
6	11.1411	-0.000272817
7	11.5217	-0.000257574
8	11.5298	-0.000232343
9	11.2948	-0.000249736
10	11.4049	-0.00029584
11	11.6123	-0.000225595
12	11.8372	-0.00024085
13	12.1359	-0.000226548
14	11.7539	-0.000192387
15	12.0863	-0.000218074
16	11.8323	-0.000286762
17	11.887	-0.000221861
18	11.9471	-0.000209744
19	11.5137	-0.000207113
20	11.5821	-0.000222492
21	11.773	-0.000237472
22	11.8918	-0.000297828
23	11.8797	-0.000245592
24	11.9118	-0.000231158
25	11.7208	-0.00020618
26	11.6605	-0.000216292
27	11.5808	-0.000204371
28	11.753	-0.0002735
29	11.4066	-0.000210821
30	11.4967	-0.000193632
31	11.274	-0.000195086
32	11.3795	-0.000199158
33	11.2272	-0.000217091
34	11.8237	-0.000312595
35	11.7119	-0.000202479
36	11.5724	-0.000218759
37	11.8714	-0.000207481
38	11.8346	-0.000209401
39	12.0532	-0.000200298
40	11.8256	-0.000297337
41	11.6859	-0.000218279
42	11.7271	-0.0002264
43	11.4113	-0.000210776
44	11.383	-0.000215893
45	11.4345	-0.00021598
46	11.7812	-0.000282915
47	11.725	-0.00023682
48	11.8075	-0.000232321
49	11.3947	-0.000211858
50	11.8502	-0.000209927
51	11.6103	-0.000232475
52	11.6967	-0.000205591
53	11.3259	-0.000211298
54	11.4328	-0.000214937
55	11.3724	-0.000204165
56	11.3043	-0.000208423
57	11.4682	-0.000240841
58	11.9097	-0.000237362
59	11.4636	-0.000216574
60	11.9587	-0.000227095
61	11.7947	-0.000255238
62	11.3932	-0.000222664
63	11.7944	-0.000221587
64	11.5977	-0.000206275
65	11.2175	-0.000245997
66	11.4412	-0.000222433
67	11.0704	-0.000221036
68	11.6628	-0.000210854
69	11.8905	-0.000319519
70	11.9539	-0.000218032
71	11.6485	-0.00022393
72	11.952	-0.000216818
73	11.6811	-0.00020857
74	11.656	-0.000210031
75	11.7698	-0.000233258
76	11.8641	-0.000228965
77	11.6798	-0.000194721
78	11.3722	-0.000201757
79	11.2925	-0.000221922
80	11.2289	-0.00021584
81	11.3005	-0.000232694
82	11.4972	-0.000214293
83	11.254	-0.000227127
84	11.5551	-0.000216781
85	11.7153	-0.000222796
86	11.4483	-0.000227552
87	11.7786	-0.000244622
88	11.6095	-0.000217386
89	11.7421	-0.00023337
90	11.8204	-0.000236797
91	11.3541	-0.000227795
92	11.4017	-0.000237637
93	11.5056	-0.000234558
94	11.5438	-0.000233568
95	11.3505	-0.000237952
96	11.7126	-0.000231583
97	11.7155	-0.000295459
98	11.7014	-0.00027618
99	11.7467	-0.000305897
100	11.9417	-0.000282649
101	11.8209	-0.000341534
102	11.6678	-0.000340687
103	11.3099	-0.000355115
104	11.6638	-0.000297314
105	11.8498	-0.000308749
106	11.8302	-0.000322962
107	11.4474	-0.000300762
108	11.6563	-0.000287721
109	11.6888	-0.000296644
110	11.5876	-0.000310887
111	11.9913	-0.0002804
112	11.7533	-0.000285088
113	11.8389	-0.000296871
114	11.7904	-0.000345723
115	11.3629	-0.000345896
116	11.6019	-0.000294472
117	11.6863	-0.00035096
118	12.0214	-0.000287809
119	11.8197	-0.000317792
120	11.8054	-0.000341083
121	11.8756	-0.000292707
122	11.4661	-0.000303535
123	11.5253	-0.000308764
124	11.8365	-0.000303261
125	11.7144	-0.000343737
126	11.8917	-0.000346306
127	11.1765	-0.000366446
128	11.5766	-0.00030425
129	11.3454	-0.000305428
130	11.6652	-0.000302902
131	11.6886	-0.000334091
132	11.6614	-0.000312681
133	11.7072	-0.000291657
134	11.5015	-0.000280158
135	11.5071	-0.000273315
136	11.8895	-0.000269381
137	11.5222	-0.00028274
138	11.6356	-0.000341277
139	11.8385	-0.00029765
140	11.7724	-0.000294869
141	11.5716	-0.000301485
142	11.873	-0.000277416
143	11.7437	-0.000280894
144	11.8525	-0.000297422
145	11.6367	-0.000298293
146	11.554	-0.000313929
147	11.4046	-0.000312907
148	11.2396	-0.000324003
149	11.4554	-0.000300925
150	11.5704	-0.000391137
151	11.302	-0.000461582
152	11.2714	-0.000310723
153	11.3988	-0.000319043
154	11.6279	-0.000318005
155	11.2299	-0.000302022
156	11.386	-0.000304448
157	11.7787	-0.000337601
158	11.683	-0.000329518
159	11.5162	-0.000340791
160	11.7766	-0.000334451
161	11.5092	-0.000324941
162	11.9014	-0.000395932
163	11.6812	-0.000369839
164	11.6869	-0.000308666
165	11.755	-0.000348215
166	11.6849	-0.000342158
167	11.561	-0.000337451
168	12.0181	-0.000346699
169	11.6947	-0.000305177
170	11.8588	-0.000311082
171	11.6298	-0.00032933
172	11.4469	-0.000307953
173	11.8025	-0.000330724
174	11.7643	-0.000419533
175	11.2333	-0.000368954
176	11.588	-0.000397971
177	11.1938	-0.000337431
178	11.4447	-0.000343367
179	11.5891	-0.000338859
180	11.6135	-0.000317864
181	11.3481	-0.000329198
182	11.6964	-0.000360711
183	11.6693	-0.000309778
184	12.1459	-0.000314992
185	11.6794	-0.000313923
186	11.1003	-0.000836663
187	11.1204	-0.000384208
188	11.9683	-0.000373816
189	11.8087	-0.000323608
190	11.7016	-0.000324946
191	11.8523	-0.000322134
192	11.6664	-0.000347041
